,codigo,fec_nac,sexo,edo_civ,depto,fec_ing,fec_baj,jorn,puesto,cp,label,antig
130,7925,1983-10-11,MASCULINO,SOLTERO,79,2019-03-19,2019-07-23,1,0017,53580,0,126
134,8002,1984-09-06,FEMENINO,CASADO,45,2019-06-03,2019-06-07,1,0001,57000,0,4
135,7878,1973-06-21,FEMENINO,SOLTERO,56,2019-02-08,2019-05-25,1,0001,01100,0,106
136,8119,1980-08-14,FEMENINO,CASADO,57,2019-09-10,2019-09-23,1,0001,55883,0,13
138,7960,1999-08-02,FEMENINO,SOLTERO,50,2019-04-15,2019-06-10,1,0001,07580,0,56
141,7940,1997-04-22,FEMENINO,SOLTERO,04,2019-04-02,2019-04-04,1,0001,54110,0,2
142,7861,1969-09-20,FEMENINO,CASADO,85,2019-01-22,2019-01-30,1,0003B,50200,0,8
144,7901,1985-02-28,FEMENINO,CASADO,76,2019-03-04,2019-04-26,1,0001,56900,0,53
145,8090,1993-11-02,FEMENINO,SOLTERO,05,2019-08-15,2019-08-26,1,0001,56343,0,11
146,8120,1991-04-10,MASCULINO,SOLTERO,81,2019-09-10,2019-09-16,1,0001,02125,0,6
147,4233,1973-04-11,FEMENINO,CASADO,05,2019-01-03,2019-01-14,1,0001,09420,0,11
150,7786,1991-11-29,MASCULINO,SOLTERO,80,2019-05-02,2019-05-16,1,0001,02480,0,14
151,7971,1987-09-12,FEMENINO,CASADO,87,2019-04-25,2019-05-20,1,0001,50206,0,25
153,7980,1993-03-05,MASCULINO,SOLTERO,50,2019-05-07,2019-05-22,1,0017,07530,0,15
154,8115,1997-03-16,MASCULINO,SOLTERO,05,2019-09-02,2019-10-08,1,0001,54743,0,36
155,7946,1983-07-05,MASCULINO,SOLTERO,50,2019-04-05,2019-04-08,1,0001,07058,0,3
156,8058,1983-07-03,FEMENINO,SOLTERO,74,2019-07-16,2019-08-05,1,0001,08300,0,20
158,8032,1989-03-24,FEMENINO,SOLTERO,59,2019-06-26,2019-06-27,1,0001,56150,0,1
159,7935,1977-10-03,MASCULINO,CASADO,88,2019-03-26,2019-05-17,1,0001,11230,0,52
160,7988,1976-11-15,MASCULINO,CASADO,50,2019-05-15,2019-05-27,1,0001,07250,0,12
161,3160,1965-11-20,FEMENINO,SOLTERO,74,2018-09-27,2018-12-31,1,0001,04650,0,95
162,7843,1969-11-18,FEMENINO,CASADO,45,2019-01-07,2019-01-21,1,0001,56618,0,14
163,7972,1986-10-18,FEMENINO,CASADO,81,2019-04-30,2019-05-06,1,0001,07290,0,6
164,8087,1983-01-24,FEMENINO,SOLTERO,06,2019-08-14,2019-08-19,1,0001,08700,0,5
165,7904,1995-11-29,FEMENINO,CASADO,50,2019-03-04,2019-03-18,1,0001,07310,0,14
168,7945,1965-02-15,FEMENINO,CASADO,50,2019-04-04,2019-04-08,1,0001,15430,0,4
169,7881,1982-10-28,FEMENINO,CASADO,45,2019-02-11,2019-02-21,1,0001,09640,0,10
171,6504,1966-09-22,FEMENINO,SOLTERO,76,2015-08-18,2019-06-17,1,0001,56589,0,1399
173,7842,1968-11-05,MASCULINO,SOLTERO,05,2019-01-07,2019-01-30,1,0001,08400,0,23
174,7905,1987-05-20,MASCULINO,SOLTERO,85,2019-03-05,2019-05-16,1,0001,50290,0,72
175,7936,1980-05-03,MASCULINO,VIUDO,85,2019-03-28,2019-04-18,1,0001,50016,0,21
176,7801,1988-10-14,MASCULINO,SOLTERO,79,2018-11-08,2019-07-22,1,0001,53427,0,256
177,7604,1979-06-19,FEMENINO,CASADO,52,2018-02-22,2019-03-18,1,0002A,13270,0,389
178,7918,1996-05-13,FEMENINO,SOLTERO,85,2019-03-13,2019-05-20,1,0001,50150,0,68
179,8158,1983-05-13,FEMENINO,CASADO,87,2019-10-14,2019-10-21,1,0001,50285,0,7
180,8098,1992-01-27,FEMENINO,SOLTERO,81,2019-08-22,2019-09-02,1,0001,54150,0,11
182,7061,1974-03-28,FEMENINO,SOLTERO,61,2018-06-19,2019-08-26,1,0014A,54409,0,433
183,8028,1964-05-03,FEMENINO,SOLTERO,81,2019-06-24,2019-07-01,1,0001,02120,0,7
184,7805,1972-01-04,FEMENINO,SOLTERO,50,2018-11-13,2019-02-04,1,0016,54920,0,83
187,7847,1973-09-25,FEMENINO,SOLTERO,81,2019-01-09,2019-09-30,1,0001,55070,0,264
188,8082,1997-11-11,FEMENINO,SOLTERO,51,2019-08-06,2019-09-25,1,0001,07310,0,50
189,8127,1988-11-19,MASCULINO,SOLTERO,56,2019-09-20,2019-09-30,1,0001,01109,0,10
190,7884,1989-01-03,MASCULINO,SOLTERO,87,2019-02-12,2019-03-21,1,0185,52140,0,37
192,7941,1981-05-31,FEMENINO,CASADO,50,2019-04-03,2019-04-08,1,0001,07210,0,5
194,8122,1994-09-01,FEMENINO,SOLTERO,73,2019-09-13,2019-09-16,1,0001,56539,0,3
195,7428,1994-05-31,FEMENINO,SOLTERO,72,2017-07-06,2019-02-11,1,0001,56530,0,585
196,8095,1980-01-21,FEMENINO,SOLTERO,05,2019-08-20,2019-09-17,1,0001,08020,0,28
197,7999,1997-10-16,FEMENINO,SOLTERO,81,2019-05-28,2019-06-03,1,0001,15430,0,6
198,7835,1988-09-17,FEMENINO,CASADO,86,2018-12-17,2019-01-01,1,0003B,52104,0,15
199,7906,1989-06-09,FEMENINO,SOLTERO,45,2019-03-04,2019-05-17,1,0185,09160,0,74
204,7811,1994-02-23,MASCULINO,SOLTERO,86,2018-11-21,2019-01-01,1,0001,50180,0,41
205,7871,1991-11-18,MASCULINO,SOLTERO,08,2019-01-31,2019-03-11,1,0001,57410,0,39
210,6052,1990-05-14,MASCULINO,SOLTERO,56,2019-06-08,2019-06-17,1,0017,01280,0,9
212,8037,1997-03-07,MASCULINO,SOLTERO,83,2019-06-28,2019-07-29,1,0001,54010,0,31
213,7139,1986-05-10,MASCULINO,SOLTERO,73,2019-10-02,2019-10-07,1,0001,56600,0,5
214,7558,1974-05-11,MASCULINO,SOLTERO,05,2017-12-07,2019-02-26,1,0002A,03400,0,446
215,6360,1958-09-18,MASCULINO,SOLTERO,52,2018-10-09,2019-03-04,1,0002A,09760,0,146
218,7981,1997-02-04,MASCULINO,SOLTERO,88,2019-05-09,2019-05-27,1,0001,53426,0,18
220,7955,1982-01-13,FEMENINO,CASADO,85,2019-04-11,2019-04-12,1,0001,52234,0,1
223,7706,1981-10-28,MASCULINO,SOLTERO,85,2018-06-26,2019-01-30,1,0001,50040,0,218
225,5139,1982-12-26,MASCULINO,SOLTERO,76,2015-06-02,2019-03-28,1,486,56644,0,1395
226,7921,1989-02-08,MASCULINO,SOLTERO,50,2019-03-14,2019-05-06,1,0001,15210,0,53
230,8046,1995-10-16,FEMENINO,SOLTERO,81,2019-07-05,2019-07-15,1,0001,07550,0,10
231,7982,1987-03-17,FEMENINO,CASADO,88,2019-05-09,2019-08-26,1,0017,53427,0,109
233,5746,1981-03-07,MASCULINO,SOLTERO,82,2019-09-10,2019-10-07,1,0001,54910,0,27
234,7888,1976-11-12,MASCULINO,SOLTERO,50,2019-02-12,2019-03-08,1,0001,02460,0,24
238,7913,1967-06-24,MASCULINO,CASADO,56,2019-03-12,2019-06-10,1,0001,01280,0,90
239,7819,1991-06-06,MASCULINO,SOLTERO,80,2018-12-03,2019-01-01,1,0001,55519,0,29
241,7756,1995-11-23,FEMENINO,SOLTERO,66,2018-12-17,2019-02-21,1,0003B,50295,0,66
242,7978,1971-11-28,FEMENINO,CASADO,45,2019-05-07,2019-05-08,1,0001,08100,0,1
244,7759,1995-11-13,FEMENINO,SOLTERO,56,2018-09-11,2018-12-31,1,0001,01377,0,111
245,8033,1988-05-11,FEMENINO,SOLTERO,03,2019-06-25,2019-08-26,1,0001,01859,0,62
247,8080,1991-01-09,MASCULINO,CASADO,50,2019-08-06,2019-09-09,1,0001,07170,0,34
248,7992,1989-03-03,FEMENINO,SOLTERO,50,2019-05-22,2019-06-17,1,0001,02040,0,26
249,7969,1991-01-07,MASCULINO,SOLTERO,85,2019-04-25,2019-05-20,1,0001,50040,0,25
252,7949,1992-11-27,FEMENINO,SOLTERO,52,2019-04-08,2019-06-11,1,0001,09780,0,64
253,7791,1992-03-25,FEMENINO,SOLTERO,45,2018-10-24,2019-02-21,1,0001,56516,0,120
254,7993,1986-09-09,FEMENINO,SOLTERO,73,2019-05-24,2019-08-30,1,0001,56605,0,98
256,7958,1990-12-02,FEMENINO,SOLTERO,50,2019-04-12,2019-05-13,1,0001,54170,0,31
259,8055,2000-03-15,FEMENINO,SOLTERO,52,2019-07-15,2019-08-05,1,0001,13400,0,21
260,7838,1966-10-19,FEMENINO,SOLTERO,54,2018-12-21,2019-01-07,1,0003A,54745,0,17
261,7895,1964-07-05,FEMENINO,CASADO,85,2019-02-25,2019-03-08,1,0003B,50190,0,11
262,7798,1977-12-19,FEMENINO,SOLTERO,50,2018-10-29,2018-12-31,1,0019,55120,0,63
265,7750,1999-11-27,MASCULINO,SOLTERO,50,2018-09-03,2019-01-03,1,0001,07170,0,122
266,8136,2000-03-22,FEMENINO,SOLTERO,81,2019-09-25,2019-10-07,1,0001,07183,0,12
270,7985,1982-08-18,FEMENINO,SOLTERO,04,2019-05-09,2019-07-10,1,0001,52926,0,62
271,7962,1976-08-30,FEMENINO,CASADO,85,2019-04-17,2019-05-06,1,0001,50130,0,19
272,8109,1984-08-03,FEMENINO,SOLTERO,82,2019-09-04,2019-09-09,1,0001,54130,0,5
274,7852,1975-09-04,FEMENINO,CASADO,80,2019-01-14,2019-02-18,1,0001,54100,0,35
275,7833,1975-10-25,FEMENINO,SOLTERO,80,2018-12-11,2019-01-21,1,0001,02070,0,41
276,6978,1968-09-03,FEMENINO,SOLTERO,76,2016-06-07,2018-12-31,1,0001,56647,0,937
277,7882,1999-09-03,FEMENINO,SOLTERO,81,2019-02-11,2019-06-13,1,0001,54090,0,122
279,7954,1973-05-25,FEMENINO,CASADO,85,2019-04-11,2019-04-12,1,0001,50100,0,1
280,8043,1977-08-20,FEMENINO,VIUDO,79,2019-07-02,2019-09-30,1,0001,53700,0,90
282,5679,1972-06-04,FEMENINO,SOLTERO,87,2013-12-20,2019-09-13,1,0017A,50295,0,2093
284,7892,1985-04-27,FEMENINO,SOLTERO,82,2019-02-18,2019-06-24,1,0003A,54946,0,126
290,8128,1987-11-24,MASCULINO,SOLTERO,45,2019-09-23,2019-10-21,1,0001,06020,0,28
291,6459,1968-02-06,MASCULINO,CASADO,83,2019-06-18,2019-06-24,1,0001,54030,0,6
293,7908,1994-08-29,MASCULINO,CASADO,85,2019-03-05,2019-03-11,1,0001,50016,0,6
295,7731,1977-06-26,FEMENINO,SOLTERO,37,2018-07-30,2019-01-30,1,0001,53378,0,184
296,7753,1973-01-10,FEMENINO,SOLTERO,83,2018-09-04,2019-04-22,1,0003A,54140,0,230
298,8038,1973-07-22,FEMENINO,CASADO,59,2019-07-01,2019-07-10,1,0001,56264,0,9
301,7741,1970-04-27,FEMENINO,CASADO,25,2018-08-20,2019-06-10,1,0002A,56334,0,294
303,7269,1969-01-19,FEMENINO,SOLTERO,68,2017-02-16,2019-02-25,1,0001,56577,0,739
305,7844,1964-08-14,FEMENINO,SOLTERO,76,2019-01-08,2019-02-21,1,0001,56640,0,44
306,7710,1971-11-14,MASCULINO,SOLTERO,85,2019-02-25,2019-03-08,1,0003B,50010,0,11
307,8014,1996-08-13,MASCULINO,SOLTERO,05,2019-06-11,2019-06-17,1,0001,57740,0,6
308,8035,1966-05-19,MASCULINO,CASADO,83,2019-06-27,2019-09-05,1,0001,54080,0,70
309,7876,1993-11-11,MASCULINO,CASADO,85,2019-02-08,2019-02-21,1,0003B,51350,0,13
311,4773,1973-02-07,MASCULINO,SOLTERO,50,2019-09-06,2019-10-07,1,0001,07089,0,31
312,8104,2000-08-22,FEMENINO,SOLTERO,88,2019-08-26,2019-09-02,1,0001,53217,0,7
313,7920,1992-01-27,FEMENINO,SOLTERO,81,2019-03-13,2019-08-19,1,0001,54090,0,159
316,7990,1969-03-11,FEMENINO,SOLTERO,50,2019-05-21,2019-07-29,1,0001,07880,0,69
317,7856,1975-09-18,FEMENINO,CASADO,05,2019-01-21,2019-02-01,1,0001,09800,0,11
318,7938,1973-11-16,FEMENINO,CASADO,87,2019-03-28,2019-06-17,1,0001,50160,0,81
320,7875,1971-10-01,FEMENINO,CASADO,50,2019-02-07,2019-03-18,1,0001,02310,0,39
321,0236,1961-08-24,FEMENINO,SOLTERO,45,1999-05-14,2019-07-01,1,423,57000,0,7353
326,7932,1966-07-01,FEMENINO,VIUDO,52,2019-03-27,2019-08-26,1,0001,04919,0,152
327,7886,1974-07-16,FEMENINO,SOLTERO,56,2019-02-13,2019-03-18,1,0001,01230,0,33
328,7937,1983-08-17,FEMENINO,CASADO,87,2019-03-28,2019-05-06,1,0001,50020,0,39
329,7723,1994-10-04,FEMENINO,CASADO,50,2018-07-18,2019-01-03,1,0001,02240,0,169
331,7927,1972-08-03,FEMENINO,SOLTERO,81,2019-03-25,2019-04-29,1,0001,07207,0,35
332,7877,1973-06-21,FEMENINO,CASADO,56,2019-02-08,2019-02-21,1,0001,01280,0,13
336,7911,1977-06-05,FEMENINO,SOLTERO,45,2019-03-06,2019-04-08,1,0001,08500,0,33
337,7874,1980-03-10,FEMENINO,SOLTERO,85,2019-02-05,2019-04-18,1,0003B,50010,0,72
338,7860,1990-08-22,FEMENINO,SOLTERO,85,2019-01-22,2019-02-11,1,0003B,50200,0,20
341,8059,1996-05-01,FEMENINO,SOLTERO,72,2019-07-17,2019-09-03,1,0001,09600,0,48
342,6832,1975-02-07,FEMENINO,SOLTERO,05,2016-03-01,2019-05-30,1,0002A,08000,0,1185
343,8003,1994-09-19,FEMENINO,SOLTERO,81,2019-06-03,2019-06-17,1,0001,55310,0,14
345,7956,1989-11-22,FEMENINO,SOLTERO,87,2019-04-11,2019-04-12,1,0001,50295,0,1
347,7952,1983-07-13,FEMENINO,SOLTERO,45,2019-04-10,2019-05-06,1,0001,08100,0,26
348,6821,1974-12-11,FEMENINO,SOLTERO,25,2016-02-19,2019-07-01,1,0015A,56535,0,1228
349,8018,1995-12-13,FEMENINO,SOLTERO,52,2019-06-11,2019-09-26,1,0015,56610,0,107
351,7870,1968-05-14,FEMENINO,CASADO,50,2019-01-29,2019-02-01,1,0001,54170,0,3
352,7850,1992-04-06,FEMENINO,SOLTERO,52,2019-01-11,2019-03-11,1,0001,09868,0,59
353,7862,1972-04-21,FEMENINO,SOLTERO,85,2019-01-22,2019-02-06,1,0003B,50160,0,15
356,7930,1979-11-10,FEMENINO,SOLTERO,83,2019-03-26,2019-04-24,1,0001,54963,0,29
357,7947,1970-03-17,FEMENINO,CASADO,50,2019-04-05,2019-07-15,1,0001,07210,0,101
359,6379,1972-11-26,FEMENINO,SOLTERO,52,2019-03-20,2019-06-11,1,0001,09790,0,83
361,7104,1973-09-11,FEMENINO,SOLTERO,04,2018-05-03,2019-03-08,1,0003A,54948,0,309
363,7717,1968-02-03,FEMENINO,SOLTERO,05,2018-07-13,2019-08-21,1,0018,09830,0,404
365,7775,1989-02-03,FEMENINO,SOLTERO,37,2018-10-01,2019-10-07,1,0001,07580,0,371
366,8025,1971-04-12,FEMENINO,CASADO,52,2019-06-19,2019-07-15,1,0001,09920,0,26
368,7783,1984-05-16,FEMENINO,CASADO,56,2018-10-10,2019-01-09,1,0015,01100,0,91
369,7551,1976-07-06,FEMENINO,CASADO,88,2018-01-08,2019-04-02,1,0014A,53428,0,449
370,7715,1990-07-02,FEMENINO,SOLTERO,52,2018-07-13,2019-05-06,1,0002A,09630,0,297
371,8110,1990-05-03,FEMENINO,SOLTERO,05,2019-09-05,2019-09-16,1,0001,08700,0,11
372,8089,1997-08-11,FEMENINO,SOLTERO,79,2019-08-14,2019-08-19,1,0001,53220,0,5
374,7976,1992-01-27,MASCULINO,SOLTERO,81,2019-05-06,2019-07-29,1,0001,07840,0,84
377,7899,1973-08-05,FEMENINO,SOLTERO,85,2019-02-25,2019-02-26,1,0003B,50295,0,1
379,4504,1982-01-08,FEMENINO,CASADO,52,2017-07-20,2019-06-10,1,0032,56615,0,690
380,8041,1980-05-16,FEMENINO,SOLTERO,74,2019-07-03,2019-07-10,1,0001,09920,0,7
381,7995,1980-08-29,FEMENINO,SOLTERO,82,2019-05-23,2019-08-26,1,0001,52924,0,95
385,6321,1973-11-19,FEMENINO,SOLTERO,76,2015-05-21,2019-06-17,1,0002,56589,0,1488
389,7880,1970-02-21,FEMENINO,SOLTERO,45,2019-02-11,2019-07-15,1,0001,09830,0,154
391,7854,1992-01-11,MASCULINO,SOLTERO,51,2019-01-14,2019-02-18,1,0001,54100,0,35
392,7902,1985-04-17,MASCULINO,CASADO,45,2019-03-04,2019-06-24,1,0001,56514,0,112
394,5282,1973-12-13,FEMENINO,SOLTERO,56,2019-08-20,2019-08-26,1,0001,01510,0,6
395,7699,1989-04-17,FEMENINO,SOLTERO,50,2018-06-21,2019-03-25,1,0002A,02600,0,277
397,7857,1990-02-12,FEMENINO,SOLTERO,74,2019-01-22,2019-05-22,1,0125,15500,0,120
399,8079,1970-11-17,MASCULINO,CASADO,68,2019-08-06,2019-08-20,1,0001,08930,0,14
401,7987,1990-04-11,MASCULINO,SOLTERO,52,2019-05-15,2019-06-10,1,0001,09780,0,26
402,7719,1991-10-08,MASCULINO,SOLTERO,57,2018-07-18,2019-05-30,1,0002A,55507,0,316
403,7924,1970-04-11,MASCULINO,SOLTERO,50,2019-03-21,2019-04-08,1,0001,54189,0,18
404,7841,1970-04-17,FEMENINO,SOLTERO,68,2019-01-04,2019-01-30,1,0001,09130,0,26
405,7929,1992-08-14,FEMENINO,CASADO,87,2019-03-25,2019-03-26,1,0001,50280,0,1
406,8005,1995-09-29,FEMENINO,SOLTERO,88,2019-06-04,2019-06-17,1,0001,53260,0,13
407,8053,1992-12-30,FEMENINO,CASADO,81,2019-07-12,2019-07-15,1,0001,07290,0,3
408,7961,1999-07-08,MASCULINO,SOLTERO,87,2019-04-17,2019-04-24,1,0001,50080,0,7
410,8004,1975-10-17,FEMENINO,CASADO,57,2019-06-04,2019-07-22,1,0001,55515,0,48
413,7898,1988-08-30,FEMENINO,SOLTERO,45,2019-02-25,2019-02-27,1,0001,57620,0,2
414,7421,1990-01-17,FEMENINO,SOLTERO,73,2017-07-04,2019-04-22,1,0002A,56570,0,657
415,7928,1997-12-26,FEMENINO,SOLTERO,88,2019-03-25,2019-05-20,1,0001,53697,0,56
416,7926,1977-01-17,FEMENINO,SOLTERO,56,2019-03-25,2019-03-28,1,0017,56587,0,3
417,8062,1974-06-04,FEMENINO,CASADO,56,2019-07-18,2019-08-12,1,0001,01220,0,25
418,7910,1994-06-17,FEMENINO,CASADO,51,2019-03-06,2019-03-08,1,0001,07207,0,2
419,7983,1997-12-24,MASCULINO,SOLTERO,73,2019-05-10,2019-05-27,1,0001,56618,0,17
420,7950,1973-07-16,FEMENINO,SOLTERO,88,2019-04-10,2019-04-18,1,0017,53664,0,8
421,7776,1993-06-19,FEMENINO,SOLTERO,81,2018-10-02,2019-04-09,1,0001,07950,0,189
422,8130,1996-12-19,FEMENINO,SOLTERO,56,2019-09-24,2019-10-09,1,0001,01130,0,15
424,7823,1981-03-06,FEMENINO,CASADO,59,2018-12-05,2019-09-02,1,0001,56208,0,271
427,8108,1993-08-08,FEMENINO,SOLTERO,05,2019-09-04,2019-09-16,1,0001,08500,0,12
428,7758,1969-11-26,FEMENINO,SOLTERO,52,2018-09-07,2019-03-25,1,0002A,09690,0,199
431,5704,1965-09-20,FEMENINO,SOLTERO,66,2015-06-03,2019-06-17,1,0018A,50160,0,1475
432,7503,1989-06-08,MASCULINO,SOLTERO,85,2019-03-25,2019-05-27,1,0001,50020,0,63
433,8015,1993-12-20,MASCULINO,SOLTERO,74,2019-06-11,2019-07-09,1,0001,09800,0,28
434,7944,1998-08-17,MASCULINO,SOLTERO,81,2019-04-04,2019-04-08,1,0001,02670,0,4
436,7974,1993-07-21,FEMENINO,SOLTERO,80,2019-05-02,2019-05-16,1,0001,07500,0,14
437,7588,1991-08-09,FEMENINO,SOLTERO,79,2018-01-24,2019-10-14,1,0002A,53426,0,628
438,7948,1980-08-24,FEMENINO,SOLTERO,68,2019-04-08,2019-05-27,1,0001,08500,0,49
439,7821,1983-06-03,FEMENINO,SOLTERO,61,2018-12-05,2019-08-12,1,0003A,54475,0,250
440,5588,1968-12-22,FEMENINO,SOLTERO,60,2013-09-21,2019-06-17,1,0002A,55065,0,2095
442,6582,1974-03-13,FEMENINO,SOLTERO,05,2016-10-28,2019-08-12,1,0002A,56363,0,1018
443,8060,1987-08-04,FEMENINO,SOLTERO,25,2019-07-17,2019-09-25,1,0001,56335,0,70
444,7392,1978-08-25,FEMENINO,SOLTERO,52,2018-09-04,2019-07-15,1,0002A,09790,0,314
446,7664,1971-03-13,FEMENINO,SOLTERO,81,2018-05-09,2019-04-15,1,0002A,02870,0,341
447,7766,1967-09-29,MASCULINO,SOLTERO,08,2018-09-24,2019-01-14,1,0001,08020,0,112
448,7953,1965-04-27,MASCULINO,SOLTERO,85,2019-04-11,2019-04-12,1,0001,50200,0,1
449,7900,1972-01-28,MASCULINO,CASADO,76,2019-02-27,2019-03-08,1,0001,56700,0,9
452,7939,1975-02-14,MASCULINO,SOLTERO,88,2019-04-01,2019-05-30,1,0001,53730,0,59
454,7863,1981-04-26,FEMENINO,SOLTERO,50,2019-01-23,2019-03-04,1,0017,07230,0,40
456,7770,1987-01-05,FEMENINO,SOLTERO,52,2018-09-26,2019-01-11,1,0001,09830,0,107
458,7951,1987-10-23,MASCULINO,SOLTERO,52,2019-04-10,2019-05-29,1,0184,56610,0,49
459,7923,1979-04-03,MASCULINO,CASADO,85,2019-03-19,2019-04-16,1,0018A,52423,0,28
460,7979,1976-07-03,MASCULINO,SOLTERO,74,2019-05-08,2019-06-10,1,0001,04260,0,33
462,7957,1971-08-26,MASCULINO,SOLTERO,50,2019-04-12,2019-04-18,1,0001,11270,0,6
464,7037,1965-08-30,FEMENINO,CASADO,68,2019-06-06,2019-07-24,1,0001,09100,0,48
465,7864,1976-04-01,FEMENINO,SOLTERO,85,2019-01-23,2019-01-30,1,0003B,50040,0,7
468,6006,1969-08-30,FEMENINO,SOLTERO,81,2018-12-03,2019-03-18,1,0001,55200,0,105
469,8024,1981-03-30,FEMENINO,SOLTERO,50,2019-06-19,2019-06-28,1,0017,07188,0,9
470,8001,1971-01-29,FEMENINO,CASADO,52,2019-05-29,2019-06-05,1,0016,09660,0,7
472,8008,1994-10-21,MASCULINO,SOLTERO,50,2019-06-05,2019-06-17,1,0001,54109,0,12
474,7967,1994-12-19,FEMENINO,SOLTERO,50,2019-04-24,2019-05-06,1,0017,57000,0,12
475,8039,1994-08-09,FEMENINO,SOLTERO,51,2019-07-02,2019-08-19,1,0001,55020,0,48
476,7545,1991-12-05,FEMENINO,SOLTERO,85,2017-11-10,2019-01-01,1,0018,50280,0,417
478,7868,1991-05-04,FEMENINO,SOLTERO,87,2019-01-28,2019-04-01,1,0003B,50295,0,63
479,8162,1996-12-18,MASCULINO,SOLTERO,81,2019-10-14,2019-10-21,1,0001,07800,0,7
480,7887,1994-04-18,FEMENINO,SOLTERO,76,2019-02-12,2019-07-01,1,0001,56600,0,139
481,8026,1995-01-30,MASCULINO,SOLTERO,60,2019-06-25,2019-07-15,1,0001,55064,0,20
482,8092,1989-08-18,FEMENINO,CASADO,05,2019-08-16,2019-08-21,1,0001,09220,0,5
484,7889,1966-04-26,FEMENINO,CASADO,50,2019-02-13,2019-03-04,1,0017,55246,0,19
486,7859,1971-06-18,FEMENINO,SOLTERO,85,2019-01-21,2019-02-06,1,0003B,50020,0,16
487,7855,1967-02-27,FEMENINO,CASADO,50,2019-01-14,2019-03-18,1,0001,07240,0,63
489,8029,1997-07-13,FEMENINO,SOLTERO,81,2019-06-24,2019-07-10,1,0001,02240,0,16
490,7893,1982-10-22,FEMENINO,CASADO,56,2019-02-20,2019-07-22,1,0001,01269,0,152
492,8107,1975-07-14,FEMENINO,CASADO,59,2019-09-04,2019-09-19,1,0001,56304,0,15
496,7528,1985-08-03,FEMENINO,SOLTERO,85,2017-10-13,2019-03-21,1,0003B,50010,0,524
497,7966,1992-10-19,MASCULINO,CASADO,74,2019-04-24,2019-05-13,1,0001,09860,0,19
499,7836,1999-05-22,FEMENINO,SOLTERO,56,2018-12-19,2019-03-18,1,0001,01290,0,89
500,7824,1980-02-01,FEMENINO,SOLTERO,59,2018-12-05,2019-06-17,1,0001,56266,0,194
502,7965,1997-01-04,MASCULINO,SOLTERO,56,2019-04-23,2019-06-27,1,0017,01120,0,65
503,2112,1966-08-13,FEMENINO,SOLTERO,72,2006-10-17,2019-06-10,1,0002A,56360,0,4619
505,6877,1962-01-16,FEMENINO,SOLTERO,81,2016-03-30,2019-09-28,1,0014A,07939,0,1277
508,8099,1990-02-11,FEMENINO,SOLTERO,04,2019-08-22,2019-10-21,1,0001,53580,0,60
509,8030,1980-01-08,FEMENINO,CASADO,50,2019-06-24,2019-08-27,1,0001,07080,0,64
510,7378,1991-07-29,FEMENINO,SOLTERO,52,2018-12-12,2019-03-18,1,0001,09770,0,96
511,8137,1981-07-19,FEMENINO,SOLTERO,81,2019-09-26,2019-10-07,1,0001,54196,0,11
512,8116,1994-08-23,FEMENINO,SOLTERO,73,2019-09-09,2019-09-11,1,0001,56566,0,2
514,8072,2000-05-14,FEMENINO,SOLTERO,82,2019-07-31,2019-09-02,1,0001,54946,0,33
515,7755,1995-04-13,FEMENINO,SOLTERO,87,2018-12-17,2019-01-24,1,0001,50295,0,38
516,7917,1996-08-13,FEMENINO,SOLTERO,87,2019-03-13,2019-05-27,1,0001,50010,0,75
518,8034,1959-03-03,FEMENINO,SOLTERO,50,2019-06-26,2019-09-04,1,0001,07600,0,70
519,4366,1958-03-11,FEMENINO,SOLTERO,04,2018-11-14,2019-04-29,1,0003A,54020,0,166
520,7970,1989-02-14,FEMENINO,CASADO,04,2019-04-25,2019-05-06,1,0001,55736,0,11
522,8147,1995-06-03,FEMENINO,SOLTERO,72,2019-10-04,2019-10-10,1,0001,56337,0,6
